nutrition,value,measure,food_product
"Copper, Cu",0.22444444444444395,MG,tree nut
"Manganese, Mn",0.234347826086957,MG,tree nut
"Vitamin C, total ascorbic acid",0.33333333333333304,MG,tree nut
Thiamin,0.0,MG,tree nut
Riboflavin,0.23076923076923103,MG,tree nut
Vitamin B-12,0.0,UG,tree nut
Cholesterol,0.0,MG,tree nut
"Calcium, Ca",0.00615384615384615,MG,tree nut
"Potassium, K",1.06382978723404,MG,tree nut
"Zinc, Zn",0.0281818181818182,MG,tree nut
Niacin,0.21875,MG,tree nut
Pantothenic acid,0.0126,MG,tree nut
Vitamin B-6,0.105294117647059,MG,tree nut
Total lipid (fat),0.000393258426966292,G,tree nut
Vitamin D (D2 + D3),0.0,UG,tree nut
"Selenium, Se",0.0163636363636364,UG,tree nut
Protein,0.23666666666666697,G,trout
Total lipid (fat),0.0617977528089888,G,trout
"Carbohydrate, by difference",0.0,G,trout
"Fiber, total dietary",0.0,G,trout
"Calcium, Ca",0.0346153846153846,MG,trout
"Iron, Fe",0.0305555555555556,MG,trout
"Magnesium, Mg",0.104761904761905,MG,trout
"Phosphorus, P",0.3216,MG,trout
"Potassium, K",0.14276595744680898,MG,trout
"Sodium, Na",0.263913043478261,MG,trout
"Zinc, Zn",0.0727272727272727,MG,trout
"Copper, Cu",0.09111111111111099,MG,trout
"Selenium, Se",0.763636363636364,UG,trout
"Vitamin A, RAE",0.14888888888888901,UG,trout
Vitamin E (alpha-tocopherol),0.27733333333333304,MG,trout
Vitamin D (D2 + D3),1.415,UG,trout
"Vitamin C, total ascorbic acid",0.0455555555555556,MG,trout
Thiamin,0.16,MG,trout
Riboflavin,0.11692307692307699,MG,trout
Niacin,0.588125,MG,trout
Vitamin B-6,0.32,MG,trout
Vitamin B-12,0.00286666666666667,UG,trout
"Choline, total",0.21090909090909102,MG,trout
Vitamin K (phylloquinone),0.00166666666666667,UG,trout
"Folate, DFE",0.045,UG,trout
Cholesterol,0.35,MG,trout
"Fatty acids, total saturated",0.0205,G,trout
Protein,0.0377333333333333,G,tuna
Total lipid (fat),0.0211797752808989,G,tuna
"Carbohydrate, by difference",0.008156862745098041,G,tuna
